canonical_keyword,cluster_key,cluster_label,topical_silo,primary_entity,entity_type,parent_entity,intent,intent_detail,geo_modifier,keyword_count,total_volume,current_ranking_coverage_pct,average_current_position,recommended_page_type,recommended_action,suggested_url
m&m mcflurry,sweets-m-ms-mcflurry__overview_general,M&M'S McFlurry - overview general,Sweets & Treats,M&M'S McFlurry,product_variant,Sweets & Treats,overview,overview_general,,9,3680,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/m-ms-mcflurry/
filet o fish price,chicken-filet-o-fish__price_value,Filet-O-Fish - price value,Chicken & Fish,Filet-O-Fish,product_variant,Chicken & Fish Menu,commercial,price_value,,62,3670,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/filet-o-fish/
how much is a 20 piece chicken nugget at mcdonald's,nuggets-chicken-mcnuggets__price_value,Chicken McNuggets - price value,McNuggets & Strips,Chicken McNuggets,product_family,McNuggets & Strips,commercial,price_value,,100,3660,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/nuggets-and-strips/
20 piece chicken mcnuggets calories,nuggets-20-pc-chicken-mcnuggets__nutrition_macros,20 pc Chicken McNuggets - nutrition macros,McNuggets & Strips,20 pc Chicken McNuggets,product_variant,Chicken McNuggets,nutrition,nutrition_macros,,18,3640,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/20-pc-chicken-mcnuggets/
mcdonald's sausage biscuit calories,bfast-sausage-biscuit__nutrition_macros,Sausage Biscuit - nutrition macros,Breakfast,Sausage Biscuit,product_variant,Breakfast Menu,nutrition,nutrition_macros,,26,3610,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-biscuit/
how much is a large drink at mcdonald's,beverages-drinks__price_value,Beverages & Drinks - price value,Beverages,Beverages & Drinks,menu_guide,,commercial,price_value,,60,3570,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/beverage-menu/
sausage egg and cheese mcgriddle calories,bfast-sausage-egg-cheese-mcgriddles__nutrition_macros,"Sausage, Egg & Cheese McGriddles - nutrition macros",Breakfast,"Sausage, Egg & Cheese McGriddles",product_variant,Breakfast Menu,nutrition,nutrition_macros,,13,3560,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-egg-cheese-mcgriddles/
mcdonald's sausage mcmuffin with egg,bfast-sausage-mcmuffin-with-egg__overview_general,Sausage McMuffin with Egg - overview general,Breakfast,Sausage McMuffin with Egg,product_variant,Breakfast Menu,overview,overview_general,,4,3400,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-mcmuffin-with-egg/
how much are happy meals,happy-happy-meal__price_value,Happy Meal - price value,Happy Meal,Happy Meal,product_family,Happy Meal,commercial,price_value,,33,3290,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/happy-meal-menu/
mcdonalds ice cream calories,sweets-treats__nutrition_macros,Sweets & Treats - nutrition macros,Sweets & Treats,Sweets & Treats,menu_guide,,nutrition,nutrition_macros,,46,3270,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/sweets-treats/
apple pie mcdonald's,sweets-baked-apple-pie__overview_general,Baked Apple Pie - overview general,Sweets & Treats,Baked Apple Pie,product_variant,Sweets & Treats,overview,overview_general,,19,3260,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/baked-apple-pie/
mcdonald's hotcakes calories,bfast-hotcakes__nutrition_macros,Hotcakes - nutrition macros,Breakfast,Hotcakes,product_variant,Breakfast Menu,nutrition,nutrition_macros,,50,3250,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hotcakes/
mcdonald's mcrib,limited-time-mcrib__overview_general,McRib - overview general,Limited Time,McRib,product_family,Limited Time Menu,overview,overview_general,,9,3200,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/limited-time-menu/
how much is a quarter pounder at mcdonald's,burgers-quarter-pounder-with-cheese__price_value,Quarter Pounder with Cheese - price value,Burgers,Quarter Pounder with Cheese,product_variant,Burgers Menu,commercial,price_value,,55,3200,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese/
mcdonalds chicken nugget,nuggets-chicken-mcnuggets__overview_general,Chicken McNuggets - overview general,McNuggets & Strips,Chicken McNuggets,product_family,McNuggets & Strips,overview,overview_general,,38,3150,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/nuggets-and-strips/
sausage mcgriddle calories,bfast-sausage-mcgriddles__nutrition_macros,Sausage McGriddles - nutrition macros,Breakfast,Sausage McGriddles,product_variant,Breakfast Menu,nutrition,nutrition_macros,,17,3140,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-mcgriddles/
mcdonalds slushie,bev-frozen-fanta-blue-raspberry__overview_general,Frozen Fanta Blue Raspberry - overview general,Beverages,Frozen Fanta Blue Raspberry,product_family,Beverages & Drinks,overview,overview_general,,16,3070,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
sausage mcmuffin with egg calories,bfast-sausage-mcmuffin-with-egg__nutrition_macros,Sausage McMuffin with Egg - nutrition macros,Breakfast,Sausage McMuffin with Egg,product_variant,Breakfast Menu,nutrition,nutrition_macros,,14,3060,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-mcmuffin-with-egg/
small caramel frappe mcdonalds calories,coffee-mccafe-caramel-frappe-small__nutrition_macros,McCafe Caramel Frappe Small - nutrition macros,McCafe Coffees,McCafe Caramel Frappe Small,product_variant,McCafe Caramel Frappe,nutrition,nutrition_macros,,31,3020,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-caramel-frappe-small/
mcdonalds chicken strips,nuggets-mccrispy-strips__overview_general,McCrispy Strips - overview general,McNuggets & Strips,McCrispy Strips,product_variant,McNuggets & Strips,overview,overview_general,,1,3000,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/mccrispy-strips/
mcdouble meal deal,mcvalue-mcdouble-meal-deal__price_value,The McDouble Meal Deal - price value,Value & Deals,The McDouble Meal Deal,product_variant,McValue Menu,commercial,price_value,,1,3000,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcvalue-menu/mcdouble-meal-deal/
mcgriddle price,breakfast-mcgriddle__price_value,McGriddle - price value,Breakfast,McGriddle,product_family,Breakfast Menu,commercial,price_value,,30,2990,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/breakfast-menu/
mcdonald's large coke calories,bev-soft-drink-small__nutrition_macros,Soft Drink Small - nutrition macros,Beverages,Soft Drink Small,product_variant,Soft Drink,nutrition,nutrition_macros,,43,2990,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/beverages-drinks/soft-drink-small/
mcdonald's sweet tea calories,bev-sweet-tea__nutrition_macros,Sweet Tea - nutrition macros,Beverages,Sweet Tea,product_family,Beverages & Drinks,nutrition,nutrition_macros,,37,2960,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
how much is a small fry at mcdonalds,sides-world-famous-fries-small__price_value,World Famous Fries Small - price value,Fries & Sides,World Famous Fries Small,product_variant,World Famous Fries,commercial,price_value,,71,2950,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-small/
mcdonalds sweet tea,bev-sweet-tea__overview_general,Sweet Tea - overview general,Beverages,Sweet Tea,product_family,Beverages & Drinks,overview,overview_general,,26,2940,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
mcdonald's chocolate chip cookies,sweets-chocolate-chip-cookies__overview_general,Chocolate Chip Cookies - overview general,Sweets & Treats,Chocolate Chip Cookies,product_variant,Sweets & Treats,overview,overview_general,,8,2930,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/chocolate-chip-cookies/
mcdonald's strawberry banana smoothie,bev-strawberry-banana-smoothie__overview_general,Strawberry Banana Smoothie - overview general,Beverages,Strawberry Banana Smoothie,product_family,Beverages & Drinks,overview,overview_general,,8,2900,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
mcdonald's fries price,fries-sides__price_value,Fries & Sides - price value,Fries & Sides,Fries & Sides,menu_guide,,commercial,price_value,,28,2900,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/fries-sides/
sausage egg and cheese mcgriddle,bfast-sausage-egg-cheese-mcgriddles__overview_general,"Sausage, Egg & Cheese McGriddles - overview general",Breakfast,"Sausage, Egg & Cheese McGriddles",product_variant,Breakfast Menu,overview,overview_general,,6,2890,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-egg-cheese-mcgriddles/
40 piece chicken mcnuggets price,nuggets-40-pc-chicken-mcnuggets__price_value,40 pc Chicken McNuggets - price value,McNuggets & Strips,40 pc Chicken McNuggets,product_variant,Chicken McNuggets,commercial,price_value,,24,2890,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/40-pc-chicken-mcnuggets/
how much is a medium fry at mcdonald's,sides-world-famous-fries-medium__price_value,World Famous Fries Medium - price value,Fries & Sides,World Famous Fries Medium,product_variant,World Famous Fries,commercial,price_value,,48,2810,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-medium/
does hi c have caffeine,bev-soft-drink-small__nutrition_caffeine,Soft Drink Small - nutrition caffeine,Beverages,Soft Drink Small,product_variant,Soft Drink,nutrition,nutrition_caffeine,,29,2750,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/beverages-drinks/soft-drink-small/
mcdonald's 10 piece nuggets meal price,nuggets-6-pc-chicken-mcnuggets__price_value,6 pc Chicken McNuggets - price value,McNuggets & Strips,6 pc Chicken McNuggets,product_variant,Chicken McNuggets,commercial,price_value,,64,2660,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/6-pc-chicken-mcnuggets/
mcdonald's big breakfast price,bfast-big-breakfast__price_value,Big Breakfast - price value,Breakfast,Big Breakfast,product_variant,Breakfast Menu,commercial,price_value,,31,2640,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/big-breakfast/
spicy mccrispy,chicken-spicy-mccrispy__overview_general,Spicy McCrispy - overview general,Chicken & Fish,Spicy McCrispy,product_variant,Chicken & Fish Menu,overview,overview_general,,5,2580,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/spicy-mccrispy/
mcdonald's chicken sandwich price,chicken-fish-menu__price_value,Chicken & Fish Menu - price value,Chicken & Fish,Chicken & Fish Menu,menu_guide,,commercial,price_value,,49,2560,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/chicken-fish-menu/
how much is a large coffee at mcdonald's,mccafe-coffees__price_value,McCafe Coffees - price value,McCafe Coffees,McCafe Coffees,menu_guide,,commercial,price_value,,35,2500,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mccafe-menu/
does caramel frappe have caffeine,coffee-mccafe-caramel-frappe-small__nutrition_caffeine,McCafe Caramel Frappe Small - nutrition caffeine,McCafe Coffees,McCafe Caramel Frappe Small,product_variant,McCafe Caramel Frappe,nutrition,nutrition_caffeine,,46,2480,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-caramel-frappe-small/
mcdonalds pancake calories,menu-hub__nutrition_macros,McDonald's Menu - nutrition macros,Brand Core,McDonald's Menu,menu_hub,,nutrition,nutrition_macros,,52,2470,0.0,,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/
does unsweet tea have caffeine,bev-unsweetened-iced-tea__nutrition_caffeine,Unsweetened Iced Tea - nutrition caffeine,Beverages,Unsweetened Iced Tea,product_family,Beverages & Drinks,nutrition,nutrition_caffeine,,20,2440,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
mccrispy calories,chicken-mccrispy__nutrition_macros,McCrispy - nutrition macros,Chicken & Fish,McCrispy,product_variant,Chicken & Fish Menu,nutrition,nutrition_macros,,13,2420,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/mccrispy/
